community,number_of_cops_race_coalesced_asian,number_of_cops_race_coalesced_black,number_of_cops_race_coalesced_latino,number_of_cops_race_coalesced_white,number_of_cops_age_coalesced_18-29,number_of_cops_age_coalesced_30-39,number_of_cops_age_coalesced_40-49,number_of_cops_age_coalesced_50-59,number_of_cops_age_coalesced_60+,number_of_cops_total_total,number_of_cops_race_coalesced_other,total_annual_salary_race_coalesced_asian,total_annual_salary_race_coalesced_black,total_annual_salary_race_coalesced_latino,total_annual_salary_race_coalesced_white,total_annual_salary_age_coalesced_18-29,total_annual_salary_age_coalesced_30-39,total_annual_salary_age_coalesced_40-49,total_annual_salary_age_coalesced_50-59,total_annual_salary_age_coalesced_60+,total_annual_salary_total_total,total_annual_salary_race_coalesced_other,community_label,tot_population_acs_14_18,tot_occp_units_acs_14_18,tot_housing_units_acs_14_18,pct_white,pct_black,pct_aian,pct_asian,pct_latino,pct_college,pct_blw_pov,pct_children_blw_pov,pct_female_no_hb,pct_vacant,pct_owner_occ,pct_single_detached,pct_recent_built,avg_hh_inc_acs_14_18,avg_house_value_acs_14_18,med_house_value_acs_14_18,med_hhd_inc_acs_14_18,time_range,variable,value,asian_cop_complaints,black_cop_complaints,latino_cop_complaints,other_cop_complaints,white_cop_complaints,total_cop_complaints,share_white_cop_complaints,lori_lightfoot,jerry_joyce,ballots_cast,lightfoot_share,jerry_joyce_share,crime_count,arrest_count,arrest_rate,kfr_pooled_pooled_p25_weighted,jail_pooled_pooled_p25_weighted,pooled_pooled_count,kfr_pooled_pooled_p25,jail_pooled_pooled_p25,cops_per_household,cops_income_per_household,average_cop_income,share_of_cops,share_of_pop,ratio_cop_share_to_pop_share,pct_white_cops,pct_black_cops,pct_latino_cops,pct_asian_cops,pct_poc_cops,lon,lat,race_label,income_label,race_income_label,cop_neighborhood
LOOP,5,6,2,32,9,8,17,7,4,45,0,380988,549870,171060,2973072,717360,602628,1697268,708492,349242,4074990,0,Loop,37647,20195,24389,0.6228384731851143,0.0893298270778548,0.004568757138683029,0.17419714718304247,0.08250325391133424,0.8033238101874434,0.11675066706196265,0.1429872495446266,0.028472394156969547,0.17196277010127517,0.4,0.044118250030751566,0.051375620156627985,146763.69893538003,191467.49354217065,421610.705620203,109856.30370248883,2008-2018,bigcategory,Complaints,21,281,155,3,446,906,0.4922737306843267,1718,250,6830,0.25153733528550515,0.036603221083455345,10362,1745,0.1684037830534646,99.19918885262446,9.873528665559332,257.9413984,0.3845803328506125,0.038278185381658114,0.0022282743253280515,201.78212428819015,90555.33333333333,0.003248862897985705,0.013733801304760372,0.23655962583786566,0.7111111111111111,0.13333333333333333,0.044444444444444446,0.1111111111111111,0.28888888888888886,-87.62719987378128,41.87893750836032,White,$75-120K,White ($75-120K),
SOUTH SHORE,0,114,2,4,16,20,31,37,16,120,0,0,9900822,152526,282984,1158660,1602198,2728032,3473232,1374210,10336332,0,South Shore,49410,21703,27806,0.026391418741145516,0.9349321999595224,0.002185792349726776,0.0017607771706132363,0.02289010321797207,0.228990377272033,0.353733498349835,0.516414454643182,0.29014421969313,0.2194850032367115,0.20504077777265817,0.1564410558872186,0.0012587211393224483,47461.85320001843,NA,167846.53273740958,29529.969826656117,2008-2018,bigcategory,Complaints,14,607,201,1,398,1221,0.32596232596232594,1453,166,9794,0.14835613641004697,0.01694915254237288,8627,1787,0.20714037324678336,3967.1801413395783,783.8935103158669,13321.29661,0.29780735745809495,0.05884513597027902,0.005529189512970557,476.2628208081832,86136.1,0.008663634394628547,0.018024998604622148,0.4806454959950417,0.03333333333333333,0.95,0.016666666666666666,0,0.9666666666666667,-87.57530452200514,41.762661439090635,Black,$20-50K,Black ($20-50K),
CHATHAM,1,95,0,1,8,20,26,33,10,97,0,93354,8176008,0,56004,524688,1478340,2311854,3097716,912768,8325366,0,Chatham,30653,13672,16661,0.01960656379473461,0.9528594264835416,3.914788112093433e-4,0.00593742863667504,0.012592568427233875,0.2167165553764679,0.27005513326591196,0.385943653438352,0.26214160327677005,0.17940099633875517,0.36812463428905795,0.3494988296020647,0.006422183542404417,46220.20918665887,NA,154579.51287302517,34416.937338695156,2008-2018,bigcategory,Complaints,19,302,148,8,330,807,0.40892193308550184,1188,172,8138,0.1459818137134431,0.021135414106660113,6349,1370,0.21578201291541976,2083.2995982712237,282.1491489050071,6750.71706,0.3086041941552241,0.04179543393646647,0.007094792276184904,608.9354885898186,85828.51546391753,0.007003104468991409,0.011182357462608433,0.6262636919279668,0.010309278350515464,0.979381443298969,0,0.010309278350515464,0.9896907216494846,-87.61416975825006,41.73694775012463,Black,$20-50K,Black ($20-50K),
AVALON PARK,0,51,0,2,5,9,12,17,10,53,0,0,4599252,0,164070,370368,762630,1072872,1612740,944712,4763322,0,Avalon Park,9785,3905,4530,0.006336228921819111,0.9621870209504343,0,0.008175779253960144,0.005620848237097598,0.26669570267131243,0.16745283018867924,0.15764075067024128,0.24327784891165172,0.13796909492273732,0.6647887323943662,0.645916114790287,0.0033112582781456954,57079.590268886044,94421.74392935983,162935.10883482714,43332.2646799117,2008-2018,bigcategory,Complaints,2,95,19,1,68,185,0.3675675675675676,492,48,3254,0.15119852489244007,0.014751075599262446,1188,277,0.23316498316498316,515.04433293672,91.1656426431168,1702.1868,0.3025780325265829,0.05355795418171307,0.01357234314980794,1219.8007682458388,89874,0.003826438524294275,0.0035696136682094254,1.0719475214844962,0.03773584905660377,0.9622641509433962,0,0,0.9622641509433962,-87.58845698517541,41.746831039987946,Black,$20-50K,Black ($20-50K),
SOUTH CHICAGO,0,50,15,7,10,18,19,17,8,72,0,0,4130256,1303032,576864,727392,1484142,1699680,1406220,692718,6010152,0,South Chicago,29021,10491,14085,0.022363116364012267,0.7647565555976706,0,0.003790358705764791,0.20402467178939387,0.151392632524708,0.29150512323456107,0.4058138045844538,0.30054332284815555,0.2551650692225772,0.3907158516823944,0.34263400780972664,3.549875754348598e-4,46219.988561624246,NA,137438.40434658277,33611.127724529644,2008-2018,bigcategory,Complaints,17,231,165,6,343,762,0.45013123359580054,657,123,4990,0.1316633266533066,0.024649298597194388,4194,1157,0.27587029089175014,3348.1305329260776,363.44398398248467,10127.25846,0.33060581460918675,0.03588769709176403,0.006863025450386045,572.8864741206748,83474.33333333333,0.005198180636777128,0.01058699624579517,0.4909967394048794,0.09722222222222222,0.6944444444444444,0.20833333333333334,0,0.9027777777777778,-87.5489423320664,41.73900941994006,Black,$20-50K,Black ($20-50K),
BURNSIDE,0,5,0,0,1,1,2,1,0,5,0,0,455040,0,0,103932,87006,174078,90024,0,455040,0,Burnside,2336,1046,1324,0.004280821917808219,0.9696061643835616,0,0,0.015839041095890412,0.13394390383514596,0.17722602739726026,0,0.1931166347992352,0.20996978851963746,0.4655831739961759,0.547583081570997,0,39222.08413001912,40183.98791540785,98300,25287,2008-2018,bigcategory,Complaints,0,7,5,1,34,47,0.723404255319149,93,13,641,0.14508580343213728,0.0202808112324493,414,105,0.2536231884057971,224.81211455237082,47.77503177328597,786.00061,0.28602028,0.060782436,0.004780114722753346,435.0286806883365,91008,3.6098476644285613e-4,8.521837024974163e-4,0.4235997067122398,0,1,0,0,1,-87.5967337102594,41.729457148535886,Black,$20-50K,Black ($20-50K),
MCKINLEY PARK,4,1,23,18,10,14,10,6,6,46,0,331380,100980,1933008,1470978,709290,1109472,956268,551982,509334,3836346,0,Mckinley Park,15920,5243,5601,0.1707286432160804,0.009798994974874372,0,0.24685929648241206,0.5640075376884423,0.21293103448275863,0.2262902514336127,0.38161483906164756,0.17356475300400534,0.06391715765041957,0.5784855998474157,0.3935011605070523,0.0033922513836814857,61408.20141140569,130842.13533297625,220870.49399198932,45800.903053026246,2008-2018,bigcategory,Complaints,3,1,37,0,87,128,0.6796875,226,171,2224,0.10161870503597123,0.07688848920863309,836,141,0.1686602870813397,1413.2402973454791,47.833638271475536,3256.25927,0.4340073010665023,0.014689751123986985,0.008773602899103566,731.7081823383559,83398.82608695653,0.0033210598512742762,0.005807690301266638,0.571838317644101,0.391304347826087,0.021739130434782608,0.5,0.08695652173913043,0.6086956521739131,-87.67237782364933,41.8309835504589,Latino,$20-50K,Latino ($20-50K),
LAKE VIEW,6,8,26,112,40,46,42,15,9,152,0,562080,597300,2218212,9946698,3164118,3979680,3978444,1490928,711120,13324290,0,Lake View,100547,52749,57714,0.7837628173888828,0.03598317204889256,0.0023173242364267457,0.06791848588222424,0.0812356410434921,0.8056555744602276,0.084819469379613,0.03377272335659516,0.02208572674363495,0.08602765360224555,0.37619670515080855,0.09867623107045084,0.010933222441695256,129254.31572162505,189859.1797484146,424429.49250222754,91953.43746751221,2008-2018,bigcategory,Complaints,31,71,161,3,370,636,0.5817610062893082,7491,792,25625,0.2923317073170732,0.03090731707317073,5853,832,0.14214932513241074,1357.392175062876,58.765558211053424,3369.899151,0.40279904953834506,0.017438372953568967,0.002881571214620182,252.5979639424444,87659.80263157895,0.010973936899862825,0.036680014869438234,0.2991802740245425,0.7368421052631579,0.05263157894736842,0.17105263157894737,0.039473684210526314,0.2631578947368421,-87.65749328485359,41.946986526380655,White,$75-120K,White ($75-120K),
CALUMET HEIGHTS,0,97,2,0,10,10,40,26,13,99,0,0,8766642,186708,0,783474,860286,3656532,2437536,1215522,8953350,0,Calumet Heights,12956,5248,6055,0.013275702377276937,0.9443501080580426,7.718431614695894e-4,0.001157764742204384,0.03535041679530719,0.2556345177664975,0.14731797804915753,0.23621621621621622,0.28029725609756095,0.13327828241123038,0.7301829268292683,0.77175887696118906,0,63392.41615853659,100692.79933938893,159136.37576219512,47847.78497109826,2008-2018,bigcategory,Complaints,1,65,28,0,72,166,0.43373493975903615,752,107,5074,0.14820654316121404,0.021087899093417423,1565,388,0.24792332268370607,690.89981785754685,68.35864871310898,2067.69574,0.334139982247846,0.033060303501475985,0.018864329268292682,1706.049923780488,90437.87878787878,0.007147498375568551,0.004726409267789608,1.512247029532254,0,0.9797979797979798,0.020202020202020204,0,1,-87.57308226487041,41.72974780723354,Black,$20-50K,Black ($20-50K),
ROSELAND,0,153,1,4,16,33,45,54,10,158,0,0,13365504,48078,347514,1134744,2568258,4144842,5165274,747978,13761096,0,Roseland,41106,14164,17801,0.011920400914708315,0.9594706368899917,6.568384177492337e-4,0.0036247749720235488,0.012966476913345983,0.19888219496261886,0.2710222791798107,0.38681618109411026,0.3508189776899181,0.20431436436155273,0.5396780570460322,0.6732206055839559,8.426492893657659e-4,55524.774075120025,64043.39082074041,131246.08867551538,38787.542272906016,2008-2018,bigcategory,Complaints,11,489,148,2,421,1071,0.3930905695611578,1452,234,10170,0.14277286135693215,0.023008849557522124,6545,1646,0.25148968678380446,3331.536007676964,598.1765382315489,11391.97266,0.29244592724268037,0.052508600229694453,0.011155040948884497,971.5543631742446,87095.54430379746,0.011407118619594253,0.014995660648484073,0.7606946360677621,0.02531645569620253,0.9683544303797469,0.006329113924050633,0,0.9746835443037974,-87.619381152943,41.71200868531206,Black,$20-50K,Black ($20-50K),
NORTH CENTER,0,2,17,58,4,33,21,16,3,77,0,0,137730,1515678,5463252,316884,2858478,2024616,1663638,253044,7116660,0,North Center,35705,14260,16163,0.7753255846520095,0.016552303598935725,0.0010362694300518134,0.04976893992438034,0.11412967371516594,0.7361237849633009,0.046151254842513055,0.026741573033707864,0.07201963534361851,0.1177380436800099,0.5692847124824685,0.32611520138588135,0.02388170512899833,174018.38008415146,341342.33743735694,573577.4894810659,115807.54129802635,2008-2018,bigcategory,Complaints,7,20,65,2,187,281,0.6654804270462633,2937,461,10205,0.2878000979911808,0.04517393434590887,1253,124,0.09896249002394254,1038.2079678300224,29.29256561675078,2548.634683,0.407358486783185,0.011493434430653857,0.005399719495091164,499.06451612903226,92424.15584415584,0.005559165403219984,0.013025350641125963,0.42679583501326973,0.7532467532467533,0.025974025974025976,0.22077922077922077,0,0.24675324675324675,-87.68496324373564,41.94685867743995,White,$75-120K,White ($75-120K),
PULLMAN,0,32,1,7,5,12,14,6,3,40,0,0,2863218,84054,705252,465612,1052052,1165776,522090,446994,3652524,0,Pullman,6816,3067,3516,0.09903169014084508,0.8349471830985915,0,7.335680751173709e-4,0.0443075117370892,0.23923639317627945,0.22016582765768433,0.3951612903225806,0.26475383110531464,0.1277019340159272,0.4704923377893707,0.7474402730375427,0,52514.50929246821,57948.94766780432,128568.79686990545,40028.36916951081,2008-2018,bigcategory,Complaints,6,368,62,0,218,654,0.3333333333333333,249,67,1737,0.14335060449050085,0.03857225100748417,1093,335,0.30649588289112534,558.3615677463986,40.703288375634834,1766.89307,0.3160132196038318,0.023036644982503005,0.013042060645582002,1190.910987936094,91313.1,0.002887878131542849,0.0024865086113965706,1.16141891417816,0.175,0.8,0.025,0,0.825,-87.59839227012247,41.70396955950552,Black,$20-50K,Black ($20-50K),
SOUTH DEERING,0,19,16,5,6,7,9,12,6,40,0,0,1582710,1352064,419268,516018,495180,742944,1115640,484260,3354042,0,South Deering,14697,5206,5927,0.046880315710689256,0.6372729128393549,0,6.804109682248077e-5,0.31196842893107435,0.14136504653567736,0.29249093024847694,0.42896249657815494,0.36995774106799845,0.12164670153534672,0.5620437956204379,0.7496203813058883,0,47073.972339608146,57454.47950059052,109337.70649250865,33171.42146111017,2008-2018,bigcategory,Complaints,5,136,104,1,244,490,0.49795918367346936,360,158,3594,0.1001669449081803,0.0439621591541458,1862,493,0.2647690655209452,1193.328342078318,183.22850487182345,3572.29907,0.33405051444315886,0.0512914795993896,0.00768344218209758,644.2646945831733,83851.05,0.002887878131542849,0.0053615341933238555,0.5386290616478422,0.125,0.475,0.4,0,0.875,-87.57197441944149,41.691455013060946,Black,$20-50K,Black ($20-50K),
EAST SIDE,0,0,89,31,21,22,42,22,13,120,0,0,0,7504170,2948388,1607784,1783284,3806046,2086734,1168710,10452558,0,East Side,24230,6906,7905,0.14585224927775484,0.03314073462649608,0,0.0019397441188609163,0.8170862567065621,0.11752316764953664,0.19301941346551013,0.30243243243243245,0.1930205618302925,0.12637571157495256,0.6666666666666666,0.6433902593295383,0,60847.03156675355,84302.98545224541,122417.46307558645,46270.10423782416,2008-2018,bigcategory,Complaints,1,19,47,0,76,143,0.5314685314685315,198,220,3471,0.05704407951598963,0.0633823105733218,997,251,0.25175526579739216,1674.0759249500452,56.09387709023647,3995.02271,0.41904040263892395,0.014040940731031905,0.01737619461337967,1513.5473501303215,87104.65,0.008663634394628547,0.008839217085407703,0.9801359454030133,0.25833333333333336,0,0.7416666666666667,0,0.7416666666666667,-87.53502181244995,41.707871726567376,Latino,$20-50K,Latino ($20-50K),
WEST PULLMAN,0,87,3,5,9,12,29,29,16,95,0,0,7706688,244860,428346,621972,935010,2581224,2819256,1422432,8379894,0,West Pullman,30468,10398,12937,0.00892739923854536,0.9237560719443351,5.907837731390311e-4,6.236050938689773e-4,0.05185768675331495,0.16467470120518077,0.24394730790709898,0.376956879978028,0.30678976726293516,0.19625879261034243,0.6504135410655896,0.7339414083636082,5.410837133802272e-4,55650.66358915176,97645.70611424596,108597.64377764954,42499.8347375744,2008-2018,bigcategory,Complaints,14,236,85,1,247,583,0.4236706689536878,806,130,6101,0.1321094902475004,0.021307982297983936,3797,840,0.22122728469844613,2655.619227408305,382.8237090830669,8950.23076,0.296709581978231,0.04277249596669247,0.009136372379303712,805.9140219272937,88209.41052631578,0.006858710562414266,0.01111486859918291,0.61707527184968,0.05263157894736842,0.9157894736842105,0.031578947368421054,0,0.9473684210526315,-87.63835730897287,41.67134843494793,Black,$20-50K,Black ($20-50K),
RIVERDALE,0,10,1,0,1,3,2,5,0,11,0,0,815976,72510,0,68616,195858,180360,443652,0,888486,0,Riverdale,7262,2560,3242,0.018039107683833655,0.952905535665106,0,0.003029468465987331,0.026025888185072982,0.039776075427224514,0.5785763648928818,0.6776315789473685,0.539453125,0.21036397285626157,0.078515625,0.7532387415175817,0,29842.8515625,NA,65875.46875,13864.816779765577,2008-2018,bigcategory,Complaints,1,69,17,0,32,119,0.2689075630252101,75,9,636,0.1179245283018868,0.014150943396226415,1390,334,0.24028776978417266,1212.2584809422701,270.1878569520138,4117.4026,0.2944231105654497,0.06562094679592756,0.004296875,347.06484375,80771.45454545454,7.941664861742835e-4,0.0026492114929521564,0.29977466438109923,0,0.9090909090909091,0.09090909090909091,0,1,-87.60527443107087,41.66546571332331,Black,$20-50K,Black ($20-50K),
HEGEWISCH,0,2,45,68,11,25,46,25,8,115,0,0,180048,4039572,6380358,866964,2138178,4470834,2389458,734544,10599978,0,Hegewisch,9205,3458,3956,0.3916349809885932,0.049972840847365564,0,0,0.5561108093427485,0.16104392106938256,0.19379590047133619,0.28054535920293655,0.15384615384615385,0.12588473205257836,0.742914979757085,0.7171385237613751,0,66676.54713707346,94525.25278058645,141618.62348178137,51349.56420626896,2008-2018,bigcategory,Complaints,0,13,32,1,72,118,0.6101694915254238,116,250,2066,0.05614714424007745,0.12100677637947725,495,65,0.13131313131313133,414.88907644373296,11.24075197856095,970.43943,0.4275270188101621,0.011583156692799416,0.03325621746674378,3065.3493348756506,92173.72173913043,0.00830264962818569,0.0033580269612537316,2.4724785488577092,0.591304347826087,0.017391304347826087,0.391304347826087,0,0.40869565217391307,-87.5356617282136,41.66822378291382,Latino & white,$50-75K,Latino & white ($50-75K),
GARFIELD RIDGE,1,6,208,405,66,179,248,112,16,621,1,80016,540618,18296634,38339328,4952046,15670542,24038964,11180100,1487454,57329106,72510,Garfield Ridge,36462,12253,12920,0.4299544731501289,0.04547199824474796,0,0.011573693160002193,0.503345949207394,0.2123670736510437,0.0708347189890256,0.0789787640181341,0.12135803476699583,0.05162538699690403,0.8247776054843712,0.8413312693498453,0,NA,NA,210544.07900106098,75349.39078947369,2008-2018,bigcategory,Complaints,2,48,95,3,278,426,0.6525821596244131,564,2820,10609,0.05316240927514375,0.2658120463757187,1833,343,0.18712493180578288,1565.6721159695853,112.00576032366602,3832.67195,0.4085066857782037,0.029223936142947486,0.05068146576348649,4678.781196441688,92317.40096618357,0.04483430799220273,0.013301507774169859,3.3706184857679276,0.6521739130434783,0.00966183574879227,0.33494363929146537,0.001610305958132045,0.3462157809983897,-87.74548643629629,41.80337323949922,Latino & white,$75-120K,Latino & white ($75-120K),Cop neighborhood
ARCHER HEIGHTS,2,2,22,9,7,11,7,3,7,35,0,141126,165864,1835352,816360,524940,852216,668112,308058,605376,2958702,0,Archer Heights,13082,3936,4364,0.16327778627121237,0.00940223207460633,0,0.04968659226417979,0.7742699892982724,0.13830584707646176,0.17497893204627288,0.2668219461697723,0.15548780487804878,0.09807516040329972,0.569359756097561,0.4922089825847846,0,58483.15548780488,96680.08707607699,184314.837398374,44209.401466544456,2008-2018,bigcategory,Complaints,0,5,26,0,34,65,0.5230769230769231,107,175,1739,0.06152961472110408,0.10063254744105808,805,109,0.13540372670807455,881.1496622690337,25.540222307431044,1975.19311,0.44610810852263133,0.012930493822667822,0.008892276422764227,751.702743902439,84534.34285714285,0.002526893365099993,0.004772374655852397,0.5294834432165223,0.2571428571428571,0.05714285714285714,0.6285714285714286,0.05714285714285714,0.7428571428571429,-87.72619672584082,41.810883532848905,Latino,$20-50K,Latino ($20-50K),
BRIGHTON PARK,2,1,96,17,30,32,34,11,9,116,0,141126,76266,8010936,1457082,2340996,2645850,3005346,972480,720738,9685410,0,Brighton Park,45031,12492,14079,0.06833070551397925,0.011258910528302725,9.993115853523128e-4,0.08036685838644489,0.8312495836201728,0.0982864772642979,0.22613479442291415,0.32962017482787964,0.17419148254883124,0.1127210739399105,0.49135446685878964,0.2858867817316571,4.261666311527807e-4,55207.26865193724,81096.83926415228,177242.12295869357,41417.556857731375,2008-2018,bigcategory,Complaints,6,18,95,1,188,308,0.6103896103896104,249,321,4449,0.055967633175994604,0.07215104517869184,2303,454,0.1971341728180634,4514.825621838127,181.40187648125163,11084.60156,0.4073060810891363,0.016365213986207695,0.009285943003522255,775.3290105667627,83494.91379310345,0.008374846581474261,0.016427518967106657,0.5098059298086024,0.14655172413793102,0.008620689655172414,0.8275862068965517,0.017241379310344827,0.853448275862069,-87.69921274027334,41.81944112823516,Latino,$20-50K,Latino ($20-50K),
BRIDGEPORT,24,1,33,90,29,33,48,31,7,148,0,1917708,87006,2581770,8611350,2083704,2838426,4541418,3155868,578418,13197834,0,Bridgeport,33888,12878,13950,0.33401203966005666,0.025761331444759207,4.1312559017941453e-4,0.3934726156751652,0.23421270066100094,0.31764470258361704,0.1744894939331163,0.21149203283437953,0.13045503960242275,0.07684587813620072,0.45822332660350984,0.31060931899641575,0.004874551971326165,68891.42724025469,141413.2258064516,295700.3804938655,50792.135197132615,2008-2018,bigcategory,Complaints,4,31,78,0,206,319,0.64576802507837,740,454,6697,0.11049723756906077,0.06779154845453188,1444,267,0.18490304709141275,2346.7989322612757,67.69496479759756,5198.41708,0.4514449102766636,0.013022226527002247,0.011492467774499146,1024.8356887715483,89174.55405405405,0.010685149086708541,0.012362500560887175,0.8643194015711121,0.6081081081081081,0.006756756756756757,0.22297297297297297,0.16216216216216217,0.3918918918918919,-87.6496567079467,41.836591191845955,Asian & white,$50-75K,Asian & white ($50-75K),
NEW CITY,1,12,44,48,21,27,28,18,11,105,0,93354,962610,3614064,4157328,1590132,2146614,2446674,1615002,1028934,8827356,0,New City,39542,12493,15617,0.11729300490617571,0.2357240402609883,7.586869657579282e-4,0.02058570633756512,0.6171159779474988,0.0758096996140292,0.29109178546836345,0.4473542600896861,0.219883134555351,0.2000384196708715,0.35131673737292884,0.2512006147147339,0,44206.05138877771,43450.17609015816,134145.90570719604,34614.359159889864,2008-2018,bigcategory,Complaints,10,87,163,1,548,809,0.6773794808405439,389,560,5092,0.07639434406912804,0.10997643362136685,4031,933,0.23145621433887373,5632.187696096748,648.2133194931799,16150.80695,0.34872484783781954,0.040135042261351526,0.008404706635716,706.5841671335949,84070.05714285714,0.007580680095299978,0.014425106149038028,0.5255198829719193,0.45714285714285713,0.11428571428571428,0.41904761904761906,0.009523809523809525,0.5428571428571428,-87.65989403150337,41.80877819170286,Latino,$20-50K,Latino ($20-50K),
WEST ELSDON,0,0,46,15,25,10,17,5,4,61,0,0,0,3701640,1299144,1825488,817914,1531458,464532,361392,5000784,0,West Elsdon,19336,5191,5515,0.1478589160115846,0.015049648324369053,7.240380637153496e-4,0.021307405875051717,0.8146979726934216,0.12408633588442686,0.1099870298313878,0.11549761292691883,0.1425544211134656,0.058748866727107885,0.7362743209400886,0.7655485040797824,0,69920.07320362165,128186.60018132367,179222.96282026585,57099.66291931097,2008-2018,bigcategory,Complaints,1,5,19,0,50,75,0.6666666666666666,151,269,2449,0.06165781951817068,0.10984075132707227,860,156,0.1813953488372093,1027.024800168704,14.451936521710042,2245.97218,0.45727405232984847,0.006434601750815115,0.011751107686380274,963.3565786938933,81980.0655737705,0.004404014150602845,0.007053863044302244,0.6243407510102122,0.2459016393442623,0,0.7540983606557377,0,0.7540983606557377,-87.72448208585774,41.79591544597351,Latino,$50-75K,Latino ($50-75K),
GAGE PARK,0,3,90,11,39,25,25,6,9,104,0,0,248664,7168950,1030182,3088974,2018232,2057670,514974,767946,8447796,0,Gage Park,39302,9800,10755,0.03821688463691415,0.03824232863467508,0,0.005241463538751209,0.917815887232202,0.06504464285714286,0.18087019057892845,0.2659141837496888,0.19051020408163266,0.08879590887959089,0.5488775510204081,0.5049744304974431,0,52791.010204081635,81624.81636448164,145889.82653061225,41816.759646675964,2008-2018,bigcategory,Complaints,0,18,75,0,118,211,0.5592417061611374,202,257,3585,0.05634588563458856,0.07168758716875871,2146,453,0.21109040074557317,3918.302634487121,192.97507004732378,9664.09359,0.40544957455105946,0.019968253437343188,0.010612244897959184,862.02,81228.80769230769,0.007508483142011407,0.014337553028918431,0.5236934870871628,0.10576923076923077,0.028846153846153848,0.8653846153846154,0,0.8942307692307693,-87.6963030082332,41.7955898804679,Latino,$20-50K,Latino ($20-50K),
CLEARING,4,5,148,264,62,121,151,73,14,421,0,390408,388578,12987090,24620766,4624380,10402710,14608386,7354872,1396494,38386842,0,Clearing,25735,8880,9271,0.3878375752865747,0.016164756168641926,0.0019428793471925393,0.005478919759082961,0.5766465902467457,0.1712583767684289,0.0954607442041691,0.1397934868943606,0.1372747747747748,0.04217452270520979,0.6756756756756757,0.6280875849422932,0.004745982094703916,73665.45045045044,129389.67748894401,199650.61936936938,61954.94736274404,2008-2018,bigcategory,Complaints,4,2,22,0,97,125,0.776,282,1496,6035,0.04672742336371168,0.24788732394366197,937,136,0.14514407684098185,836.8528336384366,18.55449778472158,1850.61083,0.45220357520464555,0.010026147844774895,0.04740990990990991,4322.842567567567,91180.14726840855,0.030394917334488486,0.009388248109491014,3.2375494320139304,0.6270783847980997,0.011876484560570071,0.3515439429928741,0.009501187648456057,0.37292161520190026,-87.76917437412772,41.77840914340693,Latino & white,$50-75K,Latino & white ($50-75K),Cop neighborhood
WEST LAWN,1,9,112,29,36,29,37,35,14,151,0,90024,794172,9203160,2863302,2604606,2332794,3358038,3220194,1435026,12950658,0,West Lawn,32176,9228,9893,0.13752486325211338,0.025795624067628045,5.283441074092492e-4,0.0069617105917454,0.8269517652909001,0.11599692858971078,0.14146538844621515,0.23202959830866807,0.1604898136107499,0.06721924593146669,0.7067620286085826,0.6952390579197413,0,66446.1096662332,114264.4698271505,170460.35977459906,51769.24027089861,2008-2018,bigcategory,Complaints,8,9,27,0,84,128,0.65625,265,695,5399,0.049083163548805334,0.12872754213743287,1648,241,0.1462378640776699,1706.2754806220007,46.031752691266966,3850.7767700000004,0.443099037553922,0.011953887602595817,0.01636324230602514,1403.4089726918075,85765.94701986756,0.010901739946574255,0.011737954970700713,0.928759734875986,0.19205298013245034,0.059602649006622516,0.7417218543046358,0.006622516556291391,0.8079470198675497,-87.72736332938243,41.769587924871225,Latino,$50-75K,Latino ($50-75K),
CHICAGO LAWN,0,65,73,5,41,33,27,31,11,143,0,0,5391588,5914662,452466,3119802,2562624,2398020,2718732,959538,11758716,0,Chicago Lawn,52003,16291,19174,0.03503644020537277,0.44553198853912274,0,0.0029229082937522835,0.5002788300674961,0.08024094129396711,0.24586996425466137,0.3456488987732262,0.25204100423546744,0.15035986231354959,0.43066723958013625,0.41676228225722334,0,46036.64600085937,51512.052779805985,134009.42238045548,34471.534317304686,2008-2018,bigcategory,Complaints,28,116,210,2,669,1025,0.6526829268292683,588,236,6013,0.09778812572759023,0.03924829536005322,5517,1083,0.19630233822729745,5370.490600818792,526.6872899100164,15651.00059,0.3431403998700374,0.03365198837488616,0.008777852802160702,721.7921551777055,82228.78321678322,0.010324164320265684,0.018970937106580966,0.5442095064815886,0.03496503496503497,0.45454545454545453,0.5104895104895105,0,0.965034965034965,-87.69574781637176,41.77193065543298,Black & Latino,$20-50K,Black & Latino ($20-50K),
WEST ENGLEWOOD,0,55,2,2,10,12,19,12,6,59,0,0,4399386,152526,197040,647556,914268,1633686,1035444,517998,4748952,0,West Englewood,28237,9521,12920,0.01090767432800935,0.896979140843574,8.145341218968021e-4,1.4165810815596557e-4,0.07755781421539115,0.09214421653626559,0.3235608055219526,0.48821498273532504,0.3261212057556979,0.26308049535603717,0.47505514126667364,0.515015479876161,0,42268.46969856108,53693.28173374613,96993.77166264047,28303.556037151702,2008-2018,bigcategory,Complaints,36,379,329,5,839,1588,0.5283375314861462,575,101,5384,0.10679791976225854,0.0187592867756315,6612,1704,0.2577132486388385,3767.738793249392,872.3592416530033,13557.07045,0.27791688529946323,0.06434717919851213,0.006196828064278962,498.78710219514755,80490.71186440678,0.004259620244025702,0.010300989386737819,0.4135156424401156,0.03389830508474576,0.9322033898305084,0.03389830508474576,0,0.9661016949152542,-87.66660714698266,41.77589089703841,Black,$20-50K,Black ($20-50K),
